RequestNum,AvgNodesTraversed,FailureRate,AvgExtFragSize
227,1.50,0.00,248.00
228,1.50,0.00,125.00
229,1.50,0.00,252.00
230,1.50,0.00,256.00
231,1.50,0.00,252.00
232,1.50,0.00,256.00
233,1.50,0.00,252.00
234,1.50,0.00,256.00
235,1.49,0.00,254.00
236,1.49,0.00,256.00
237,1.49,0.00,253.00
238,1.49,0.00,256.00
239,1.48,0.00,253.00
240,1.49,0.00,251.00
241,1.49,0.00,253.00
242,1.49,0.00,256.00
243,1.48,0.00,253.00
244,1.48,0.00,256.00
245,1.48,0.00,253.00
246,1.48,0.00,252.00
247,1.48,0.00,127.50
248,1.48,0.00,252.00
249,1.48,0.00,127.50
250,1.48,0.00,125.50
251,1.48,0.00,127.50
252,1.48,0.00,256.00
253,1.48,0.00,253.00
254,1.48,0.00,250.00
255,1.50,0.00,249.00
256,1.50,0.00,250.00
257,1.51,0.00,247.00
258,1.53,0.00,246.00
259,1.53,0.00,124.50
260,1.53,0.00,126.00
261,1.52,0.00,125.00
262,1.52,0.00,125.50
263,1.52,0.00,254.00
264,1.52,0.00,250.00
265,1.52,0.00,254.00
266,1.52,0.00,256.00
267,1.51,0.00,253.00
268,1.51,0.00,256.00
269,1.51,0.00,254.00
270,1.51,0.00,256.00
271,1.51,0.00,254.00
272,1.51,0.00,256.00
273,1.50,0.00,254.00
274,1.50,0.00,256.00
275,1.50,0.00,252.00
276,1.50,0.00,256.00
277,1.50,0.00,252.00
278,1.50,0.00,249.00
279,1.50,0.00,126.50
280,1.50,0.00,256.00
281,1.50,0.00,252.00
282,1.50,0.00,256.00
283,1.49,0.00,253.00
284,1.50,0.00,252.00
285,1.50,0.00,253.00
286,1.50,0.00,256.00
287,1.49,0.00,255.00
288,1.49,0.00,256.00
289,1.49,0.00,254.00
290,1.49,0.00,256.00
291,1.49,0.00,254.00
292,1.49,0.00,252.00
293,1.50,0.00,248.00
294,1.50,0.00,125.00
295,1.50,0.00,254.00
296,1.50,0.00,252.00
297,1.50,0.00,127.00
298,1.50,0.00,256.00
299,1.50,0.00,253.00
300,1.50,0.00,256.00
301,1.50,0.00,253.00
302,1.50,0.00,256.00
303,1.49,0.00,252.00
304,1.49,0.00,256.00
305,1.49,0.00,255.00
306,1.49,0.00,256.00
307,1.49,0.00,253.00
308,1.49,0.00,256.00
309,1.48,0.00,254.00
310,1.48,0.00,256.00
311,1.48,0.00,255.00
312,1.48,0.00,256.00
313,1.48,0.00,253.00
314,1.48,0.00,256.00
315,1.47,0.00,252.00
316,1.48,0.00,251.00
317,1.48,0.00,252.00
318,1.48,0.00,256.00
319,1.48,0.00,253.00
320,1.48,0.00,256.00
321,1.47,0.00,252.00
322,1.47,0.00,256.00
323,1.47,0.00,252.00
324,1.47,0.00,251.00
325,1.47,0.00,127.50
326,1.47,0.00,256.00
327,1.47,0.00,252.00
328,1.47,0.00,256.00
329,1.47,0.00,255.00
330,1.47,0.00,256.00
331,1.46,0.00,254.00
332,1.46,0.00,256.00
333,1.46,0.00,253.00
334,1.46,0.00,256.00
335,1.46,0.00,255.00
336,1.46,0.00,253.00
337,1.46,0.00,127.00
338,1.47,0.00,125.50
339,1.47,0.00,126.50
340,1.47,0.00,256.00
341,1.47,0.00,254.00
342,1.47,0.00,250.00
343,1.47,0.00,254.00
344,1.47,0.00,256.00
345,1.47,0.00,254.00
346,1.47,0.00,256.00
347,1.47,0.00,253.00
348,1.47,0.00,256.00
349,1.46,0.00,254.00
350,1.47,0.00,252.00
351,1.47,0.00,127.00
352,1.47,0.00,256.00
353,1.46,0.00,253.00
354,1.46,0.00,256.00
355,1.46,0.00,252.00
356,1.46,0.00,256.00
357,1.46,0.00,254.00
358,1.46,0.00,251.00
359,1.46,0.00,254.00
360,1.46,0.00,252.00
361,1.46,0.00,127.00
362,1.47,0.00,125.00
363,1.47,0.00,126.00
364,1.47,0.00,256.00
365,1.47,0.00,252.00
366,1.47,0.00,250.00
367,1.48,0.00,247.00
368,1.48,0.00,125.50
369,1.48,0.00,126.50
370,1.48,0.00,256.00
