RequestNum,AvgNodesTraversed,FailureRate,AvgExtFragSize
736,27.74,0.00,6.88
737,27.72,0.00,7.06
738,27.78,0.00,7.27
739,27.78,0.00,7.47
740,27.79,0.00,7.33
741,27.79,0.00,7.00
742,27.77,0.00,7.40
743,27.77,0.00,7.79
744,27.84,0.00,7.57
745,27.84,0.00,7.86
746,27.91,0.00,8.15
747,27.91,0.00,7.71
748,27.99,0.00,7.43
749,27.99,0.00,7.07
750,27.99,0.00,6.69
751,28.08,0.00,6.50
752,28.08,0.00,6.18
753,28.08,0.00,5.94
754,28.03,0.00,6.18
755,28.03,0.00,6.35
756,28.03,0.00,6.47
757,28.00,0.00,6.75
758,27.99,0.00,6.93
759,27.99,0.00,7.00
760,27.95,0.00,7.36
761,27.95,0.00,7.77
762,28.00,0.00,7.54
763,28.00,0.00,7.21
764,28.00,0.00,6.93
765,27.93,0.00,7.36
766,27.89,0.00,7.69
767,27.88,0.00,7.54
768,27.88,0.00,7.29
769,27.88,0.00,7.77
770,27.88,0.00,7.36
771,27.85,0.00,7.29
772,27.85,0.00,7.43
773,27.85,0.00,7.20
774,27.84,0.00,7.43
775,27.84,0.00,7.13
776,27.82,0.00,7.57
777,27.82,0.00,7.13
778,27.82,0.00,7.93
779,27.86,0.00,7.79
780,27.90,0.00,7.64
781,27.90,0.00,8.46
782,27.90,0.00,7.93
783,27.90,0.00,7.47
784,27.95,0.00,7.27
785,28.00,0.00,7.13
786,28.00,0.00,7.40
787,27.93,0.00,7.86
788,27.88,0.00,8.38
789,27.83,0.00,9.00
790,27.89,0.00,8.83
791,27.96,0.00,8.58
792,28.02,0.00,9.18
793,28.09,0.00,9.00
794,28.19,0.00,8.73
795,28.19,0.00,8.17
796,28.29,0.00,7.92
797,28.29,0.00,7.46
798,28.29,0.00,7.21
799,28.29,0.00,6.80
800,28.24,0.00,7.21
801,28.22,0.00,7.14
802,28.32,0.00,6.86
803,28.30,0.00,6.79
804,28.41,0.00,6.50
805,28.41,0.00,6.33
806,28.43,0.00,6.13
807,28.43,0.00,6.00
808,28.43,0.00,6.12
809,28.43,0.00,6.31
810,28.43,0.00,6.38
811,28.41,0.00,6.25
812,28.43,0.00,6.12
813,28.48,0.00,6.27
814,28.55,0.00,6.00
815,28.55,0.00,5.69
816,28.55,0.00,5.47
817,28.55,0.00,5.28
818,28.55,0.00,5.16
819,28.49,0.00,5.33
820,28.49,0.00,5.53
821,28.49,0.00,5.33
822,28.49,0.00,5.44
823,28.51,0.00,5.53
824,28.51,0.00,5.75
825,28.59,0.00,6.00
826,28.59,0.00,5.75
827,28.59,0.00,5.94
828,28.56,0.00,5.88
829,28.53,0.00,5.75
830,28.64,0.00,5.50
831,28.61,0.00,5.73
832,28.60,0.00,6.07
833,28.60,0.00,6.29
834,28.60,0.00,6.50
