RequestNum,AvgNodesTraversed,FailureRate,AvgExtFragSize
793,15.51,58.46,1.20
794,15.49,58.53,1.20
795,15.67,58.43,1.00
796,15.78,58.33,1.00
797,15.75,58.40,1.00
798,15.72,58.47,1.00
799,15.72,58.47,1.00
800,15.70,58.54,1.00
801,15.67,58.61,1.00
802,15.64,58.68,1.00
803,15.62,58.75,1.00
804,15.59,58.81,1.00
805,15.57,58.88,1.00
806,15.57,58.88,1.50
807,15.55,58.78,1.00
808,15.55,58.78,1.00
809,15.53,58.69,1.00
810,15.51,58.76,1.00
811,15.51,58.66,1.00
812,15.51,58.66,1.00
813,15.51,58.66,1.00
814,15.49,58.73,1.00
815,15.46,58.79,1.00
816,15.44,58.86,1.00
817,15.44,58.86,1.00
818,15.41,58.93,1.00
819,15.39,59.00,1.00
820,15.36,59.06,1.00
821,15.36,59.06,1.00
822,15.34,59.13,1.00
823,15.31,59.19,1.00
824,15.29,59.26,1.00
825,15.29,59.26,1.33
826,15.29,59.26,1.33
827,15.26,59.16,1.00
828,15.24,59.23,1.00
829,15.21,59.29,1.00
830,15.19,59.36,1.00
831,15.17,59.42,1.00
832,15.14,59.49,1.00
833,15.12,59.55,1.00
834,15.09,59.62,1.00
835,15.09,59.62,1.00
836,15.09,59.62,1.00
837,15.07,59.68,1.00
838,15.05,59.75,1.00
839,15.02,59.81,1.00
840,15.00,59.87,1.00
841,14.97,59.94,1.00
842,14.95,60.00,1.00
843,14.93,60.06,1.00
844,14.98,59.97,1.00
845,14.96,60.03,1.00
846,14.93,60.09,1.00
847,14.93,60.09,1.00
848,14.93,60.00,1.00
849,14.91,60.06,1.00
850,14.90,59.97,1.00
851,14.93,59.88,0.00
852,14.91,59.94,0.00
853,14.91,59.94,0.00
854,14.89,60.00,0.00
855,14.86,60.06,0.00
856,14.84,60.12,0.00
857,14.82,60.19,0.00
858,14.80,60.25,0.00
859,14.77,60.31,0.00
860,14.77,60.31,2.00
861,14.77,60.22,0.00
862,14.74,60.28,0.00
863,14.72,60.34,0.00
864,14.70,60.40,0.00
865,14.68,60.46,0.00
866,14.65,60.52,0.00
867,14.63,60.58,0.00
868,14.61,60.64,0.00
869,14.59,60.70,0.00
870,14.57,60.76,0.00
871,14.57,60.76,4.00
872,14.57,60.76,4.00
873,14.57,60.76,4.00
874,14.54,60.67,2.00
875,14.71,60.57,0.00
876,14.69,60.63,0.00
877,14.67,60.69,0.00
878,14.65,60.75,0.00
879,14.62,60.81,0.00
880,14.60,60.87,0.00
881,14.60,60.87,0.00
882,14.60,60.87,0.00
883,14.58,60.93,0.00
884,14.56,60.99,0.00
885,14.54,61.04,0.00
886,14.52,61.10,0.00
887,14.52,61.10,0.00
888,14.49,61.16,0.00
889,14.47,61.22,0.00
890,14.45,61.28,0.00
891,14.43,61.33,0.00
892,14.41,61.39,0.00
893,14.41,61.39,0.00
894,14.41,61.39,2.00
895,14.41,61.39,3.00
896,14.39,61.30,2.00
897,14.39,61.21,1.00
898,14.37,61.27,1.00
899,14.37,61.27,1.00
900,14.54,61.18,0.00
901,14.52,61.23,0.00
902,14.52,61.23,0.00
903,14.52,61.23,0.00
904,14.52,61.23,0.00
905,14.49,61.29,0.00
906,14.47,61.35,0.00
907,14.45,61.40,0.00
908,14.43,61.46,0.00
909,14.41,61.52,0.00
910,14.39,61.57,0.00
911,14.37,61.63,0.00
912,14.35,61.68,0.00
913,14.33,61.74,0.00
914,14.31,61.79,0.00
915,14.28,61.85,0.00
916,14.26,61.90,0.00
917,14.24,61.96,0.00
918,14.22,62.01,0.00
919,14.22,62.01,0.00
920,14.20,62.07,0.00
921,14.18,62.12,0.00
922,14.16,62.18,0.00
923,14.14,62.23,0.00
924,14.14,62.23,2.00
925,14.12,62.29,2.00
926,14.12,62.29,2.00
927,14.12,62.20,0.00
928,14.12,62.20,0.00
929,14.12,62.20,0.00
930,14.10,62.25,0.00
931,14.10,62.25,1.00
932,14.08,62.30,1.00
933,14.08,62.30,1.00
934,14.08,62.30,1.00
935,14.06,62.36,1.00
936,14.04,62.41,1.00
937,14.02,62.46,1.00
938,14.00,62.52,1.00
939,13.98,62.57,1.00
940,13.96,62.62,1.00
941,13.94,62.68,1.00
942,13.94,62.68,1.00
943,13.92,62.73,1.00
944,13.92,62.73,1.00
945,14.05,62.64,0.00
946,14.03,62.69,0.00
947,14.03,62.69,0.00
948,14.03,62.69,0.00
949,14.01,62.75,0.00
950,13.99,62.80,0.00
951,13.97,62.85,0.00
952,13.95,62.90,0.00
953,13.93,62.95,0.00
954,13.93,62.95,0.00
955,13.91,63.00,0.00
956,13.89,63.06,0.00
957,13.87,63.11,0.00
958,13.87,63.11,0.00
959,13.85,63.16,0.00
960,13.83,63.21,0.00
961,13.81,63.26,0.00
962,13.79,63.31,0.00
963,13.79,63.31,0.00
964,13.79,63.31,0.00
965,13.79,63.31,0.00
966,13.78,63.36,0.00
967,13.76,63.41,0.00
968,13.76,63.41,2.00
969,13.76,63.41,2.00
970,13.77,63.32,1.50
971,13.77,63.32,1.50
972,13.76,63.37,1.50
973,13.74,63.42,1.50
974,13.74,63.42,1.50
975,13.78,63.34,1.00
976,13.76,63.39,1.00
977,13.74,63.44,1.00
978,13.74,63.44,1.00
979,13.72,63.49,1.00
980,13.71,63.54,1.00
981,13.69,63.59,1.00
982,13.69,63.59,1.00
983,13.69,63.59,2.00
984,13.69,63.59,2.33
985,13.70,63.50,1.67
986,13.68,63.55,1.67
987,13.71,63.46,1.00
988,13.69,63.51,1.00
989,13.67,63.56,1.00
990,13.66,63.61,1.00
